brief,kurz,
,,
axe,Axt,
,,
death,Tod,
bedbug,Bettwanze,
chemist,Chemiker,Chemikerin
gentle,sanft,
paralegal,Rechtsassistent,Rechtsassistentin
daisy,Gänseblümchen,
dance,tanzen,
virus,Virus,
paramedic,Sanitäter,Sanitäterin
failure,Fehler,
rose,Rose,
occasional,gelegentlich,
harpsichord,Cembalo,
relatives,Verwandtschaft,
female,weiblich,
saxophone,Saxophon,
,,
hopeless,hoffnungslos,
bomb,Bombe,
gladiola,Gladiole,
,,
pistol,Pistole,
lucky,Glücklich,
office,Büro,
,,
poetry,Poesie,
ugly,hässlich,
,,
vomit,erbrechen,
tuba,Tuba,
executive,Führungskraft,
laughter,Lachen,
,,
,,
joy,Freude,
happy,glücklich,
,,
,,
loyal,treu,
,,
maggot,Made,
,,
administrator,Administrator,Administratorin
bartender,Barmann,Barfrau
,,
symphony,Symphonie,
rainbow,Regenbogen,
,,
violin,Geige,
,,
plumber,Klempner,Klempnerin
bell,Glocke,
dragonfly,Libelle,
gun,Gewehr,
honest,ehrlich,
buttercup,Butterblume,
miracle,Wunder,
,,
technician,Techniker,Technikerin
geometry,Geometrie,
,,
abuse,Missbrauch,
knife,Messer,
sculpture,Skulptur,
,,
supervisor,Betreuer,Betreuerin
numbers,Zahlen,
,,
locust,Heuschrecke,
fleeting,flüchtig,
technology,Technologie,
spear,Speer,
hornet,Hornisse,
gift,Geschenk,
,,
stable,stabil,
poppy,Mohn,
officer,Offizier,Offizierin
examiner,Prüfer,Prüferin
friend,Freund,Freundin
kill,töten,
drum,Trommel,
,,
banjo,Banjo,
hatchet,Beil,
,,
mosquito,Moskito,
,,
mother,Mutter,
short-term,kurzfristig,
computation,Berechnung,
hairdresser,Friseur,Friseurin
wedding,Hochzeit,
harp,Harfe,
Bill,Rechnung,
salesperson,Verkäufer,Verkäuferin
,,
,,
,,
club,Verein,
children,Kinder,
oboe,Oboe,
him,ihm,
sickness,Krankheit,
gloomy,düster,
tank,Panzer,
,,
janitor,Hausmeister,Hausmeisterin
,,
horrible,schrecklich,
teacher,Lehrer,Lehrerin
poverty,Armut,
equations,Gleichungen,
programmer,Programmierer,Programmiererin
impermanent,unbeständig,
male,männlich,
,,
wasp,Wespe,
science,Wissenschaft,
,,
influenza,Grippe,
,,
,,
bee,Biene,
,,
accident,Unfall,
accountant,Buchhalter,Buchhalterin
pleasure,Vergnügen,
grenade,Granate,
home,Zuhause,
variable,Variable,
man,Mann,
,,
termite,Termite,
,,
guitar,Gitarre,
blackfly,Blattlaus,
,,
,,
heaven,Himmel,
literature,Literatur,
inspector,Inspektor,Inspektorin
addition,Zusatz,
sister,Schwester,
evil,böse,
persistent,ausdauernd,
,,
,,
constant,Konstante,
,,
honor,Ehre,
appraiser,Gutachter,Gutachterin
love,Liebe,
hyacinth,Hyazinthe,
,,
,,
horn,Horn,
ant,Ameise,
cancer,Krebs,
tarantula,Tarantel,
blade,Klinge,
algebra,Algebra,
viola,Viola,
physician,Arzt,Ärztin
,,
his,seine,
salary,Gehalt,
